# timestamp (sec),tracking,propagation,msckf update,re-tri & marg,total
1403715290.512410640716553,0.00848,0.00024,0.00008,0.00513,0.01393
1403715290.562395811080933,0.00861,0.00023,0.00134,0.00526,0.01544
1403715290.612410068511963,0.00845,0.00023,0.01089,0.00543,0.02501
1403715290.662411928176880,0.00839,0.00023,0.00050,0.00546,0.01458
1403715290.712412357330322,0.01414,0.00024,0.00212,0.00870,0.02520
1403715290.762393712997437,0.01105,0.00023,0.00618,0.00614,0.02360
1403715290.812391996383667,0.00741,0.00025,0.00073,0.00536,0.01375
1403715290.862386226654053,0.00705,0.00024,0.01339,0.00520,0.02588
1403715290.912385463714600,0.00728,0.00025,0.00456,0.00532,0.01741
1403715290.962387323379517,0.00844,0.00023,0.00088,0.00532,0.01487
1403715291.012393236160278,0.00758,0.00025,0.00877,0.00535,0.02195
1403715291.062393665313721,0.00748,0.00023,0.00650,0.00536,0.01958
1403715291.112394094467163,0.00864,0.00025,0.00051,0.00522,0.01461
1403715291.162394285202026,0.00742,0.00025,0.00037,0.00509,0.01313
1403715291.212399244308472,0.00828,0.00023,0.00916,0.00639,0.02408
1403715291.262399196624756,0.00858,0.00024,0.00094,0.00521,0.01497
1403715291.312398672103882,0.00877,0.00024,0.00185,0.00534,0.01620
1403715291.362399101257324,0.00732,0.00024,0.00383,0.00532,0.01672
1403715291.412401199340820,0.00742,0.00024,0.00045,0.00510,0.01322
1403715291.462399482727051,0.00815,0.00023,0.01152,0.00549,0.02539
1403715291.512397289276123,0.00929,0.00028,0.01484,0.00597,0.03039
1403715291.562396764755249,0.00808,0.00027,0.00120,0.00597,0.01553
1403715291.612391471862793,0.00825,0.00028,0.00859,0.00622,0.02334
1403715291.662391424179077,0.00798,0.00027,0.00302,0.00618,0.01745
1403715291.712391376495361,0.00750,0.00025,0.00010,0.00511,0.01296
1403715291.762391328811646,0.00724,0.00024,0.00006,0.00533,0.01287
1403715291.812391281127930,0.00748,0.00025,0.00766,0.00515,0.02055
1403715291.862391471862793,0.01084,0.00024,0.00116,0.00509,0.01734
1403715291.912391424179077,0.00826,0.00026,0.00019,0.00513,0.01384
1403715291.962398767471313,0.00760,0.00023,0.00563,0.00536,0.01883
1403715292.012409687042236,0.00774,0.00025,0.00982,0.00538,0.02320
1403715292.062406301498413,0.00747,0.00023,0.00801,0.00519,0.02090
1403715292.112410306930542,0.00773,0.00025,0.00538,0.00531,0.01869
1403715292.162407398223877,0.00744,0.00024,0.00063,0.00524,0.01355
1403715292.212384939193726,0.00870,0.00026,0.00688,0.00576,0.02160
1403715292.262382030487061,0.00765,0.00023,0.00349,0.00542,0.01679
1403715292.312382221221924,0.01120,0.00022,0.00042,0.00534,0.01718
1403715292.362382173538208,0.00918,0.00023,0.00031,0.00509,0.01480
1403715292.412340164184570,0.00767,0.00025,0.01147,0.00540,0.02479
1403715292.462340831756592,0.00891,0.00024,0.00224,0.00525,0.01664
1403715292.512341737747192,0.00883,0.00023,0.00086,0.00517,0.01510
1403715292.562329292297363,0.00765,0.00024,0.00601,0.00544,0.01934
1403715292.612316608428955,0.00878,0.00024,0.00539,0.00552,0.01993
1403715292.662305116653442,0.00858,0.00022,0.01065,0.00507,0.02453
1403715292.712307929992676,0.00789,0.00028,0.00501,0.00528,0.01846
1403715292.762307882308960,0.00783,0.00022,0.00045,0.00505,0.01356
1403715292.812299251556396,0.00881,0.00022,0.00647,0.00527,0.02077
1403715292.862301826477051,0.00852,0.00023,0.00873,0.00545,0.02292
1403715292.912299871444702,0.01089,0.00022,0.00030,0.00560,0.01702
1403715292.962300062179565,0.00877,0.00023,0.00025,0.00513,0.01439
1403715293.012313365936279,0.00766,0.00025,0.01055,0.00533,0.02379
1403715293.062316894531250,0.00897,0.00023,0.00485,0.00607,0.02011
1403715293.112315177917480,0.01008,0.00024,0.00057,0.00553,0.01642
1403715293.162313222885132,0.01081,0.00025,0.00663,0.00614,0.02383
1403715293.212315559387207,0.00792,0.00023,0.00771,0.00565,0.02151
1403715293.262320756912231,0.00775,0.00023,0.00974,0.00554,0.02326
1403715293.312324047088623,0.00790,0.00030,0.00198,0.00540,0.01558
1403715293.362325429916382,0.00819,0.00023,0.00393,0.00533,0.01768
1403715293.412317037582397,0.00751,0.00024,0.00604,0.00517,0.01897
1403715293.462337732315063,0.00835,0.00023,0.01333,0.00528,0.02719
1403715293.512337684631348,0.00761,0.00023,0.00017,0.00503,0.01304
1403715293.562338352203369,0.00904,0.00023,0.00078,0.00605,0.01610
1403715293.612347841262817,0.00733,0.00025,0.00928,0.00515,0.02201
1403715293.662353754043579,0.00856,0.00023,0.00426,0.00525,0.01830
1403715293.712360382080078,0.00778,0.00024,0.00979,0.00526,0.02307
1403715293.762360095977783,0.00748,0.00024,0.00535,0.00539,0.01845
1403715293.812356948852539,0.00849,0.00024,0.00667,0.00538,0.02078
1403715293.862355709075928,0.00929,0.00023,0.00730,0.00533,0.02215
1403715293.912353515625000,0.00925,0.00023,0.00205,0.00577,0.01730
1403715293.962348222732544,0.00852,0.00022,0.00297,0.00532,0.01703
1403715294.012340307235718,0.00747,0.00024,0.00537,0.00526,0.01835
1403715294.062327861785889,0.00821,0.00023,0.01280,0.00537,0.02661
1403715294.112323999404907,0.01322,0.00028,0.00196,0.00536,0.02082
1403715294.162322998046875,0.00805,0.00026,0.00031,0.00656,0.01518
1403715294.212302684783936,0.00839,0.00022,0.02796,0.00589,0.04246
1403715294.262303352355957,0.00787,0.00023,0.00273,0.00571,0.01655
1403715294.312299013137817,0.00789,0.00023,0.00673,0.00537,0.02022
1403715294.362298727035522,0.00785,0.00023,0.00534,0.00535,0.01877
1403715294.412298679351807,0.00781,0.00023,0.00491,0.00546,0.01841
1403715294.462299346923828,0.00820,0.00022,0.00625,0.00591,0.02059
1403715294.512298345565796,0.00787,0.00022,0.00085,0.00526,0.01420
1403715294.562298536300659,0.00756,0.00023,0.00126,0.00531,0.01437
1403715294.612301111221313,0.00771,0.00023,0.00475,0.00528,0.01796
1403715294.662329435348511,0.00917,0.00022,0.02652,0.00553,0.04145
1403715294.712328910827637,0.00782,0.00024,0.00168,0.00540,0.01514
1403715294.762328863143921,0.00959,0.00022,0.00007,0.00514,0.01502
1403715294.812305450439453,0.00914,0.00024,0.01276,0.00549,0.02763
1403715294.862304210662842,0.00776,0.00024,0.00048,0.00534,0.01382
1403715294.912299633026123,0.00790,0.00025,0.00590,0.00540,0.01944
1403715294.962296247482300,0.01057,0.00023,0.00305,0.00547,0.01932
1403715295.012290954589844,0.00801,0.00024,0.00373,0.00536,0.01734
1403715295.062287569046021,0.00764,0.00023,0.00494,0.00535,0.01817
1403715295.112288475036621,0.00774,0.00023,0.00131,0.00535,0.01463
1403715295.162288665771484,0.00755,0.00023,0.00138,0.00520,0.01435
1403715295.212301492691040,0.00773,0.00024,0.00708,0.00529,0.02034
1403715295.262302637100220,0.00749,0.00024,0.01984,0.00547,0.03304
1403715295.312301635742188,0.00738,0.00026,0.00960,0.00537,0.02261
1403715295.362301588058472,0.00727,0.00026,0.00007,0.00533,0.01293
1403715295.412304162979126,0.00869,0.00024,0.01011,0.00524,0.02429
1403715295.462304115295410,0.00732,0.00024,0.00045,0.00512,0.01314
1403715295.512307882308960,0.01050,0.00022,0.00562,0.00538,0.02173
1403715295.562309980392456,0.00792,0.00023,0.00085,0.00528,0.01428
1403715295.612309932708740,0.00799,0.00023,0.00045,0.00517,0.01384
1403715295.662303209304810,0.00773,0.00024,0.00427,0.00555,0.01779
1403715295.712302684783936,0.00776,0.00025,0.00087,0.00527,0.01415
1403715295.762302875518799,0.00759,0.00023,0.00135,0.00532,0.01450
1403715295.812299728393555,0.00750,0.00025,0.00621,0.00543,0.01939
1403715295.862293481826782,0.00892,0.00022,0.01683,0.00531,0.03128
1403715295.912292480468750,0.00764,0.00024,0.00861,0.00513,0.02162
1403715295.962292909622192,0.00876,0.00023,0.00158,0.00531,0.01588
1403715296.012290954589844,0.00858,0.00024,0.00557,0.00541,0.01981
1403715296.062288999557495,0.00875,0.00023,0.00961,0.00534,0.02393
1403715296.112281799316406,0.00852,0.00022,0.00492,0.00562,0.01929
1403715296.162281513214111,0.00782,0.00024,0.00033,0.00530,0.01370
1403715296.212283611297607,0.00847,0.00022,0.00129,0.00531,0.01529
1403715296.262282371520996,0.00828,0.00024,0.00185,0.00549,0.01586
1403715296.312281131744385,0.00768,0.00025,0.00195,0.00528,0.01516
1403715296.362279415130615,0.00916,0.00022,0.00343,0.00530,0.01812
1403715296.412270307540894,0.01032,0.00022,0.00662,0.00805,0.02520
1403715296.462256908416748,0.00830,0.00026,0.01118,0.00584,0.02559
1403715296.512253284454346,0.00801,0.00024,0.01915,0.00517,0.03259
1403715296.562253236770630,0.00778,0.00024,0.00126,0.00546,0.01475
1403715296.612250328063965,0.00873,0.00025,0.00322,0.00545,0.01764
1403715296.662259340286255,0.00797,0.00023,0.00611,0.00548,0.01979
1403715296.712268352508545,0.00821,0.00024,0.00440,0.00554,0.01838
1403715296.762268304824829,0.00828,0.00024,0.00002,0.00527,0.01381
1403715296.812269926071167,0.00781,0.00024,0.00086,0.00543,0.01435
1403715296.862269878387451,0.00754,0.00024,0.00002,0.00525,0.01305
1403715296.912269592285156,0.00774,0.00025,0.00764,0.00563,0.02127
1403715296.962289571762085,0.00769,0.00024,0.01388,0.00541,0.02722
1403715297.062288761138916,0.00782,0.00034,0.00650,0.00543,0.02009
1403715297.112283706665039,0.00897,0.00024,0.00875,0.00549,0.02344
1403715297.162299394607544,0.01072,0.00024,0.01704,0.00509,0.03309
1403715297.212300300598145,0.00794,0.00024,0.00074,0.00526,0.01417
1403715297.262302875518799,0.00774,0.00025,0.00269,0.00534,0.01602
1403715297.312304735183716,0.01099,0.00022,0.00566,0.00543,0.02230
1403715297.362303972244263,0.00836,0.00024,0.00458,0.00553,0.01871
1403715297.412303686141968,0.00831,0.00023,0.00023,0.00528,0.01406
1403715297.462301969528198,0.00819,0.00025,0.00045,0.00549,0.01438
1403715297.512301921844482,0.00813,0.00024,0.00009,0.00533,0.01379
1403715297.562273502349854,0.00804,0.00025,0.00626,0.00555,0.02010
1403715297.612267732620239,0.00774,0.00024,0.01393,0.00536,0.02728
1403715297.662287473678589,0.00783,0.00025,0.00463,0.00547,0.01818
1403715297.712298393249512,0.00803,0.00023,0.00585,0.00659,0.02069
1403715297.762315750122070,0.01185,0.00025,0.01730,0.00530,0.03470
1403715297.812316179275513,0.00792,0.00024,0.00094,0.00526,0.01436
1403715297.862321853637695,0.00780,0.00025,0.01630,0.00567,0.03001
1403715297.912319660186768,0.00909,0.00023,0.00539,0.00599,0.02070
1403715297.962320089340210,0.01136,0.00023,0.00086,0.00570,0.01815
1403715298.012319087982178,0.01369,0.00026,0.00135,0.00622,0.02152
1403715298.062319278717041,0.01008,0.00027,0.00252,0.00550,0.01837
1403715298.112319707870483,0.00854,0.00026,0.00057,0.00624,0.01561
1403715298.162314653396606,0.00813,0.00025,0.00662,0.00746,0.02247
1403715298.212307691574097,0.01076,0.00024,0.00764,0.00542,0.02405
1403715298.262300014495850,0.00940,0.00023,0.00412,0.00546,0.01921
