# timestamp (sec),tracking,propagation,msckf update,re-tri & marg,total
1403715313.462358236312866,0.00237,0.00013,0.00333,0.00147,0.00730
1403715313.512356042861938,0.00235,0.00013,0.00416,0.00145,0.00810
1403715313.562352657318115,0.00251,0.00012,0.00292,0.00138,0.00693
1403715313.612351417541504,0.00234,0.00013,0.00108,0.00146,0.00500
1403715313.662346363067627,0.00222,0.00012,0.00394,0.00146,0.00774
1403715313.712347269058228,0.00233,0.00013,0.00353,0.00145,0.00744
1403715313.762343645095825,0.00240,0.00012,0.00207,0.00139,0.00599
1403715313.812345266342163,0.00284,0.00012,0.00562,0.00160,0.01018
1403715313.862345218658447,0.00259,0.00012,0.00051,0.00158,0.00480
1403715313.912343502044678,0.00240,0.00012,0.00399,0.00156,0.00807
1403715313.962342739105225,0.00220,0.00012,0.00222,0.00150,0.00605
1403715314.012342214584351,0.00226,0.00017,0.00065,0.00150,0.00459
1403715314.062347173690796,0.00214,0.00012,0.00299,0.00154,0.00680
1403715314.112348556518555,0.00213,0.00013,0.00296,0.00151,0.00673
1403715314.162353992462158,0.00254,0.00013,0.00307,0.00153,0.00727
1403715314.212356567382812,0.00227,0.00012,0.00217,0.00149,0.00604
1403715314.262361526489258,0.00236,0.00012,0.00373,0.00153,0.00775
1403715314.312366008758545,0.00254,0.00012,0.00428,0.00155,0.00848
1403715314.362365245819092,0.00243,0.00013,0.00233,0.00153,0.00642
1403715314.412362098693848,0.00205,0.00012,0.00432,0.00148,0.00798
1403715314.462361812591553,0.00203,0.00013,0.00043,0.00148,0.00406
1403715314.512357234954834,0.00204,0.00012,0.00282,0.00151,0.00650
1403715314.562355279922485,0.00246,0.00013,0.00209,0.00154,0.00622
1403715314.612355232238770,0.00214,0.00013,0.00004,0.00151,0.00382
1403715314.662355661392212,0.00290,0.00013,0.00284,0.00157,0.00743
1403715314.712352991104126,0.00225,0.00012,0.00383,0.00147,0.00768
1403715314.762351274490356,0.00241,0.00012,0.00236,0.00152,0.00642
1403715314.812348842620850,0.00206,0.00012,0.00255,0.00149,0.00622
1403715314.862344503402710,0.00209,0.00012,0.00348,0.00149,0.00719
1403715314.912343025207520,0.00208,0.00012,0.00598,0.00158,0.00976
1403715314.962342977523804,0.00208,0.00013,0.00323,0.00158,0.00702
1403715315.012342453002930,0.00205,0.00012,0.00512,0.00152,0.00881
1403715315.062342166900635,0.00232,0.00013,0.00069,0.00147,0.00461
1403715315.112339258193970,0.00236,0.00012,0.00408,0.00142,0.00799
1403715315.162337541580200,0.00222,0.00012,0.00129,0.00147,0.00510
1403715315.212333440780640,0.00293,0.00013,0.00421,0.00151,0.00878
1403715315.262330055236816,0.00233,0.00015,0.00282,0.00143,0.00674
1403715315.312327623367310,0.00232,0.00012,0.00412,0.00158,0.00814
1403715315.362326622009277,0.00226,0.00012,0.00249,0.00148,0.00635
1403715315.412327051162720,0.00222,0.00012,0.00248,0.00153,0.00634
1403715315.462326288223267,0.00223,0.00012,0.00354,0.00154,0.00744
1403715315.512326240539551,0.00206,0.00012,0.00542,0.00147,0.00907
1403715315.562326669692993,0.00200,0.00012,0.00273,0.00147,0.00632
1403715315.612326383590698,0.00204,0.00013,0.00497,0.00159,0.00873
1403715315.662326335906982,0.00198,0.00012,0.00041,0.00146,0.00397
1403715315.712325572967529,0.00307,0.00013,0.00358,0.00154,0.00831
1403715315.762327671051025,0.00293,0.00013,0.00425,0.00160,0.00891
1403715315.812334299087524,0.00270,0.00013,0.00399,0.00155,0.00837
1403715315.862334012985229,0.00265,0.00013,0.00276,0.00148,0.00701
1403715315.912335157394409,0.00248,0.00013,0.00346,0.00153,0.00760
1403715315.962335109710693,0.00247,0.00013,0.00206,0.00144,0.00610
1403715316.012335538864136,0.00236,0.00014,0.00278,0.00146,0.00674
1403715316.062335729598999,0.00294,0.00013,0.00348,0.00151,0.00806
1403715316.112335681915283,0.00259,0.00012,0.00439,0.00151,0.00862
1403715316.162334918975830,0.00247,0.00012,0.00334,0.00145,0.00738
1403715316.212331533432007,0.00247,0.00012,0.00434,0.00152,0.00845
1403715316.262329101562500,0.00241,0.00012,0.00396,0.00148,0.00797
1403715316.312326192855835,0.00293,0.00013,0.00599,0.00156,0.01061
1403715316.362327337265015,0.00247,0.00013,0.00263,0.00150,0.00673
1403715316.412329673767090,0.00267,0.00015,0.00300,0.00151,0.00733
1403715316.462328910827637,0.00227,0.00012,0.00131,0.00151,0.00522
1403715316.512337684631348,0.00228,0.00013,0.00324,0.00156,0.00720
1403715316.562340736389160,0.00318,0.00014,0.00104,0.00156,0.00592
1403715316.612342834472656,0.00224,0.00013,0.00469,0.00152,0.00858
1403715316.662363052368164,0.00234,0.00017,0.00323,0.00151,0.00726
1403715316.712370157241821,0.00228,0.00012,0.00354,0.00157,0.00752
1403715316.762373208999634,0.00223,0.00013,0.00241,0.00153,0.00629
1403715316.812378168106079,0.00229,0.00012,0.00394,0.00156,0.00792
1403715316.862376213073730,0.00292,0.00013,0.00783,0.00152,0.01240
1403715316.912378072738647,0.00347,0.00013,0.00511,0.00160,0.01031
1403715316.962378740310669,0.00221,0.00014,0.00282,0.00170,0.00686
1403715317.012380123138428,0.00217,0.00012,0.00322,0.00154,0.00706
1403715317.062379360198975,0.00233,0.00013,0.00090,0.00164,0.00499
1403715317.112383365631104,0.00249,0.00013,0.00301,0.00154,0.00718
1403715317.162384748458862,0.00309,0.00013,0.00118,0.00156,0.00597
1403715317.212386131286621,0.00240,0.00012,0.00465,0.00163,0.00880
1403715317.262382268905640,0.00397,0.00014,0.00335,0.00167,0.00914
1403715317.312383174896240,0.00253,0.00012,0.00331,0.00158,0.00755
1403715317.362383127212524,0.00325,0.00012,0.00150,0.00157,0.00645
1403715317.412384033203125,0.00328,0.00013,0.00643,0.00160,0.01144
1403715317.462384700775146,0.00245,0.00013,0.00709,0.00166,0.01133
1403715317.562385320663452,0.00223,0.00019,0.00403,0.00156,0.00801
1403715317.612384796142578,0.00204,0.00013,0.00235,0.00151,0.00602
1403715317.662384510040283,0.00207,0.00013,0.00277,0.00150,0.00647
1403715317.712384462356567,0.00201,0.00013,0.00027,0.00146,0.00387
1403715317.762387275695801,0.00213,0.00012,0.00231,0.00157,0.00613
1403715317.812387228012085,0.00278,0.00012,0.00098,0.00149,0.00538
1403715317.862386226654053,0.00238,0.00012,0.01465,0.00179,0.01895
1403715317.912384510040283,0.00322,0.00013,0.00284,0.00159,0.00778
1403715317.962384700775146,0.00470,0.00013,0.00273,0.00166,0.00921
1403715318.012384891510010,0.00273,0.00013,0.00110,0.00159,0.00555
1403715318.062384128570557,0.00262,0.00013,0.00523,0.00161,0.00960
1403715318.112382650375366,0.00255,0.00013,0.00657,0.00167,0.01092
1403715318.162382125854492,0.00256,0.00012,0.00349,0.00164,0.00782
1403715318.212381839752197,0.00250,0.00012,0.00228,0.00160,0.00650
1403715318.262381553649902,0.00242,0.00012,0.00272,0.00156,0.00682
1403715318.312381744384766,0.00242,0.00019,0.00046,0.00160,0.00467
1403715318.362382650375366,0.00244,0.00013,0.00505,0.00162,0.00925
1403715318.412382125854492,0.00237,0.00012,0.00184,0.00154,0.00587
1403715318.462379455566406,0.00223,0.00013,0.00760,0.00159,0.01156
1403715318.512374162673950,0.00255,0.00012,0.00991,0.00150,0.01408
1403715318.562374114990234,0.00220,0.00013,0.00129,0.00153,0.00514
1403715318.612374067306519,0.00213,0.00012,0.00005,0.00154,0.00385
1403715318.662370920181274,0.00234,0.00012,0.00431,0.00152,0.00829
1403715318.712366819381714,0.00342,0.00013,0.00603,0.00153,0.01111
1403715318.762368202209473,0.00266,0.00012,0.00306,0.00149,0.00734
1403715318.812367916107178,0.00260,0.00014,0.00267,0.00151,0.00692
1403715318.862368822097778,0.00239,0.00013,0.00235,0.00155,0.00642
1403715318.912368774414062,0.00244,0.00013,0.00004,0.00159,0.00420
1403715318.962371349334717,0.00247,0.00013,0.00417,0.00160,0.00836
1403715319.012371301651001,0.00243,0.00012,0.00046,0.00155,0.00457
1403715319.062375783920288,0.00249,0.00012,0.00555,0.00160,0.00977
1403715319.112376689910889,0.00256,0.00012,0.00677,0.00154,0.01100
1403715319.162375688552856,0.00256,0.00011,0.00056,0.00153,0.00477
1403715319.212376117706299,0.00315,0.00013,0.00144,0.00157,0.00630
1403715319.262382745742798,0.00257,0.00012,0.01086,0.00146,0.01501
1403715319.312382936477661,0.00268,0.00012,0.00543,0.00156,0.00979
1403715319.362382888793945,0.00242,0.00014,0.00202,0.00154,0.00612
1403715319.412382841110229,0.00250,0.00016,0.00128,0.00151,0.00546
1403715319.462382793426514,0.00251,0.00013,0.00198,0.00154,0.00616
1403715319.512381553649902,0.00249,0.00013,0.00161,0.00150,0.00572
1403715319.562379598617554,0.00233,0.00013,0.00219,0.00150,0.00615
1403715319.612377882003784,0.00232,0.00012,0.00031,0.00150,0.00425
1403715319.662363767623901,0.00266,0.00013,0.00565,0.00151,0.00994
1403715319.712358474731445,0.00302,0.00013,0.00624,0.00151,0.01090
1403715319.762356519699097,0.00247,0.00013,0.00656,0.00154,0.01070
1403715319.812356233596802,0.00247,0.00013,0.00025,0.00148,0.00432
1403715319.862351179122925,0.00244,0.00012,0.00910,0.00147,0.01313
1403715319.912344932556152,0.00249,0.00012,0.00578,0.00150,0.00989
1403715319.962344646453857,0.00235,0.00012,0.00209,0.00157,0.00613
1403715320.012344360351562,0.00234,0.00015,0.00040,0.00156,0.00446
1403715320.062344312667847,0.00230,0.00013,0.00019,0.00158,0.00419
1403715320.112342357635498,0.00322,0.00013,0.00049,0.00156,0.00539
1403715320.162331819534302,0.00249,0.00014,0.00226,0.00151,0.00639
1403715320.212327003479004,0.00238,0.00013,0.00210,0.00146,0.00607
1403715320.262315273284912,0.00239,0.00012,0.01028,0.00144,0.01424
1403715320.312315464019775,0.00244,0.00014,0.00552,0.00155,0.00966
1403715320.362315416336060,0.00245,0.00013,0.00405,0.00148,0.00812
1403715320.412315845489502,0.00235,0.00014,0.00082,0.00146,0.00476
1403715320.462322950363159,0.00321,0.00012,0.00779,0.00155,0.01267
1403715320.512325525283813,0.00253,0.00014,0.00473,0.00156,0.00896
1403715320.562325954437256,0.00238,0.00012,0.00045,0.00150,0.00445
1403715320.612327098846436,0.00244,0.00012,0.00075,0.00156,0.00487
1403715320.662333250045776,0.00241,0.00015,0.00413,0.00155,0.00824
1403715320.712333202362061,0.00238,0.00014,0.00018,0.00155,0.00425
1403715320.762336254119873,0.00234,0.00012,0.00075,0.00150,0.00472
1403715320.812337398529053,0.00231,0.00012,0.00205,0.00149,0.00598
1403715320.862340211868286,0.00229,0.00012,0.00937,0.00145,0.01324
1403715320.912339687347412,0.00392,0.00014,0.00500,0.00161,0.01066
1403715320.962339639663696,0.00265,0.00013,0.00307,0.00161,0.00746
1403715321.012333631515503,0.00267,0.00012,0.00797,0.00177,0.01253
1403715321.062331676483154,0.00264,0.00013,0.00701,0.00159,0.01137
1403715321.112327337265015,0.00262,0.00013,0.00188,0.00166,0.00629
1403715321.162327289581299,0.00269,0.00013,0.00015,0.00170,0.00467
1403715321.212327241897583,0.00247,0.00013,0.00001,0.00163,0.00424
1403715321.262318611145020,0.00255,0.00012,0.00391,0.00178,0.00836
1403715321.312318801879883,0.00258,0.00013,0.00001,0.00165,0.00436
1403715321.362318515777588,0.00258,0.00013,0.00077,0.00161,0.00508
1403715321.412319183349609,0.00256,0.00012,0.00078,0.00162,0.00509
1403715321.462323904037476,0.00259,0.00013,0.01470,0.00158,0.01900
1403715321.512325286865234,0.00258,0.00013,0.00808,0.00154,0.01233
1403715321.562325716018677,0.00259,0.00012,0.00287,0.00166,0.00724
1403715321.612323045730591,0.00270,0.00013,0.00815,0.00159,0.01257
1403715321.662322998046875,0.00259,0.00012,0.00682,0.00166,0.01120
1403715321.712323188781738,0.00263,0.00013,0.00128,0.00171,0.00575
1403715321.762323141098022,0.00256,0.00013,0.00001,0.00166,0.00436
1403715321.812323331832886,0.00271,0.00013,0.00022,0.00160,0.00466
1403715321.862316608428955,0.00254,0.00013,0.00423,0.00161,0.00851
1403715321.912316560745239,0.00262,0.00012,0.00018,0.00157,0.00449
1403715321.962317705154419,0.00248,0.00013,0.00136,0.00156,0.00552
1403715322.012318372726440,0.00245,0.00013,0.00107,0.00156,0.00520
1403715322.062332391738892,0.00248,0.00012,0.01495,0.00148,0.01904
1403715322.112334728240967,0.00340,0.00012,0.00817,0.00161,0.01329
1403715322.162336349487305,0.00258,0.00012,0.00278,0.00153,0.00701
1403715322.212336063385010,0.00243,0.00013,0.00720,0.00156,0.01132
1403715322.262332916259766,0.00241,0.00012,0.00644,0.00157,0.01054
1403715322.312333583831787,0.00242,0.00013,0.00052,0.00154,0.00460
1403715322.362332820892334,0.00234,0.00012,0.00048,0.00150,0.00443
1403715322.412332773208618,0.00229,0.00013,0.00023,0.00154,0.00420
1403715322.462328433990479,0.00452,0.00013,0.00387,0.00168,0.01020
1403715322.512326955795288,0.00322,0.00015,0.00108,0.00156,0.00601
1403715322.562328100204468,0.00271,0.00013,0.00183,0.00158,0.00624
1403715322.612328290939331,0.00270,0.00013,0.00192,0.00161,0.00636
1403715322.662328720092773,0.00260,0.00014,0.00880,0.00159,0.01312
1403715322.712324857711792,0.00249,0.00012,0.00822,0.00157,0.01241
1403715322.762328863143921,0.00249,0.00014,0.00340,0.00157,0.00760
1403715322.812329053878784,0.00244,0.00012,0.00418,0.00161,0.00835
1403715322.862329959869385,0.00239,0.00014,0.00666,0.00157,0.01076
1403715322.912329912185669,0.00241,0.00012,0.00001,0.00154,0.00409
1403715322.962329864501953,0.00242,0.00014,0.00043,0.00158,0.00458
1403715323.012332201004028,0.00240,0.00013,0.00980,0.00149,0.01381
1403715323.062332630157471,0.00228,0.00013,0.00052,0.00176,0.00470
1403715323.112332582473755,0.00326,0.00013,0.00001,0.00157,0.00497
1403715323.162332057952881,0.00259,0.00013,0.00112,0.00154,0.00538
1403715323.212331533432007,0.00251,0.00012,0.00179,0.00156,0.00598
1403715323.262326002120972,0.00251,0.00013,0.00954,0.00149,0.01367
1403715323.312324523925781,0.00251,0.00013,0.00467,0.00150,0.00881
1403715323.362323999404907,0.00240,0.00019,0.00290,0.00160,0.00708
1403715323.412322998046875,0.00251,0.00012,0.00239,0.00156,0.00658
1403715323.462323427200317,0.00254,0.00012,0.00691,0.00162,0.01120
1403715323.512323379516602,0.00253,0.00013,0.00119,0.00157,0.00542
1403715323.562323570251465,0.00317,0.00012,0.00033,0.00163,0.00526
1403715323.612318515777588,0.00253,0.00012,0.00665,0.00147,0.01078
1403715323.662305831909180,0.00311,0.00013,0.01034,0.00142,0.01500
1403715323.712304353713989,0.00252,0.00013,0.00054,0.00156,0.00475
1403715323.762304306030273,0.00251,0.00011,0.00013,0.00154,0.00429
1403715323.812295198440552,0.00305,0.00013,0.00268,0.00145,0.00730
1403715323.862284660339355,0.00243,0.00012,0.00479,0.00145,0.00879
1403715323.912282228469849,0.00235,0.00012,0.00352,0.00148,0.00747
1403715323.962280988693237,0.00231,0.00012,0.00265,0.00142,0.00650
1403715324.012279033660889,0.00293,0.00013,0.00260,0.00148,0.00713
1403715324.062279462814331,0.00245,0.00013,0.00379,0.00150,0.00787
1403715324.112279653549194,0.00238,0.00013,0.00026,0.00157,0.00434
1403715324.162279605865479,0.00240,0.00013,0.00005,0.00153,0.00411
1403715324.212302207946777,0.00235,0.00013,0.00794,0.00166,0.01208
1403715324.262318372726440,0.00252,0.00014,0.00432,0.00162,0.00859
1403715324.312320232391357,0.00303,0.00012,0.00021,0.00166,0.00503
1403715324.362337112426758,0.00261,0.00012,0.00750,0.00162,0.01185
1403715324.412337541580200,0.00247,0.00013,0.00052,0.00155,0.00466
1403715324.462339878082275,0.00260,0.00014,0.00390,0.00161,0.00825
1403715324.512341737747192,0.00314,0.00013,0.00288,0.00155,0.00771
1403715324.562352418899536,0.00240,0.00014,0.00765,0.00158,0.01177
1403715324.612354755401611,0.00229,0.00012,0.00145,0.00154,0.00541
1403715324.662356376647949,0.00233,0.00013,0.00306,0.00153,0.00705
1403715324.712356328964233,0.00271,0.00013,0.00001,0.00152,0.00436
1403715324.762356281280518,0.00227,0.00013,0.00002,0.00152,0.00394
1403715324.812420845031738,0.00219,0.00013,0.00652,0.00156,0.01040
1403715324.862427473068237,0.00240,0.00013,0.00415,0.00146,0.00813
1403715324.912427425384521,0.00243,0.00012,0.00003,0.00152,0.00411
1403715324.962444067001343,0.00235,0.00013,0.00729,0.00158,0.01136
1403715325.012446165084839,0.00244,0.00013,0.00077,0.00155,0.00489
1403715325.062451124191284,0.00229,0.00014,0.00400,0.00155,0.00798
1403715325.112452030181885,0.00231,0.00013,0.00247,0.00150,0.00639
1403715325.162439584732056,0.00226,0.00013,0.00716,0.00151,0.01107
1403715325.212438821792603,0.00228,0.00012,0.00143,0.00151,0.00534
1403715325.262437105178833,0.00249,0.00013,0.00518,0.00159,0.00939
1403715325.312437295913696,0.00229,0.00012,0.00000,0.00154,0.00396
1403715325.362437248229980,0.00229,0.00012,0.00001,0.00151,0.00394
1403715325.412435531616211,0.00230,0.00013,0.00644,0.00158,0.01046
1403715325.462437152862549,0.00237,0.00014,0.00364,0.00151,0.00766
1403715325.512437105178833,0.00236,0.00012,0.00001,0.00153,0.00401
1403715325.562445402145386,0.00232,0.00014,0.00676,0.00148,0.01069
1403715325.612445354461670,0.00232,0.00012,0.00007,0.00150,0.00402
1403715325.662444829940796,0.00233,0.00014,0.00344,0.00144,0.00735
1403715325.712442636489868,0.00232,0.00013,0.00249,0.00146,0.00641
1403715325.762431859970093,0.00235,0.00013,0.00658,0.00148,0.01054
1403715325.812429904937744,0.00234,0.00012,0.00142,0.00155,0.00543
1403715325.862424373626709,0.00233,0.00013,0.00563,0.00156,0.00965
1403715325.912424325942993,0.00233,0.00013,0.00000,0.00150,0.00396
1403715325.962424278259277,0.00229,0.00013,0.00001,0.00147,0.00390
1403715326.012414216995239,0.00235,0.00012,0.00638,0.00145,0.01031
1403715326.062413454055786,0.00231,0.00013,0.00353,0.00149,0.00746
1403715326.112413406372070,0.00226,0.00012,0.00001,0.00147,0.00386
1403715326.162420511245728,0.00234,0.00012,0.00636,0.00153,0.01035
1403715326.212420463562012,0.00232,0.00013,0.00075,0.00149,0.00470
1403715326.262421846389771,0.00235,0.00013,0.00407,0.00150,0.00806
1403715326.312423229217529,0.00226,0.00013,0.00286,0.00146,0.00671
1403715326.362424850463867,0.00234,0.00012,0.00742,0.00162,0.01150
1403715326.412425756454468,0.00220,0.00012,0.00144,0.00158,0.00534
1403715326.462428092956543,0.00312,0.00012,0.00562,0.00152,0.01038
1403715326.512428045272827,0.00259,0.00013,0.00001,0.00160,0.00433
1403715326.562428236007690,0.00238,0.00013,0.00010,0.00158,0.00419
1403715326.612421989440918,0.00238,0.00015,0.00616,0.00162,0.01031
1403715326.712420701980591,0.00263,0.00019,0.00364,0.00163,0.00810
1403715326.762420415878296,0.00247,0.00013,0.00025,0.00156,0.00441
1403715326.812425851821899,0.00241,0.00012,0.00569,0.00161,0.00983
1403715326.862426519393921,0.00288,0.00013,0.00106,0.00164,0.00571
1403715326.912429094314575,0.00224,0.00013,0.00416,0.00157,0.00810
1403715326.962431430816650,0.00224,0.00012,0.00341,0.00154,0.00731
1403715327.012433767318726,0.00215,0.00013,0.00670,0.00158,0.01057
1403715327.062438249588013,0.00227,0.00012,0.00845,0.00151,0.01235
1403715327.112439870834351,0.00220,0.00013,0.00511,0.00159,0.00903
1403715327.162439823150635,0.00220,0.00013,0.00001,0.00152,0.00387
1403715327.212439775466919,0.00216,0.00013,0.00001,0.00153,0.00383
1403715327.262449026107788,0.00255,0.00013,0.00603,0.00160,0.01030
1403715327.312452316284180,0.00220,0.00012,0.00365,0.00154,0.00751
1403715327.362452268600464,0.00219,0.00013,0.00001,0.00154,0.00386
1403715327.412454843521118,0.00211,0.00013,0.00550,0.00152,0.00927
1403715327.462454795837402,0.00224,0.00016,0.00056,0.00156,0.00452
1403715327.512455463409424,0.00218,0.00012,0.00422,0.00152,0.00804
1403715327.562455415725708,0.00210,0.00012,0.00302,0.00150,0.00674
1403715327.612455606460571,0.00204,0.00013,0.00599,0.00153,0.00969
1403715327.662456512451172,0.00217,0.00012,0.00739,0.00147,0.01114
1403715327.712458133697510,0.00247,0.00013,0.00513,0.00158,0.00932
1403715327.762458086013794,0.00206,0.00013,0.00022,0.00151,0.00392
1403715327.812458276748657,0.00208,0.00012,0.00004,0.00152,0.00376
1403715327.862459421157837,0.00223,0.00012,0.00543,0.00155,0.00933
1403715327.912459850311279,0.00207,0.00012,0.00359,0.00151,0.00729
1403715327.962459802627563,0.00205,0.00012,0.00039,0.00145,0.00402
1403715328.012462377548218,0.00328,0.00015,0.00435,0.00166,0.00943
1403715328.062462568283081,0.00266,0.00012,0.00051,0.00164,0.00494
1403715328.112462520599365,0.00290,0.00012,0.00295,0.00164,0.00761
1403715328.162462472915649,0.00250,0.00012,0.00299,0.00159,0.00721
1403715328.212461948394775,0.00246,0.00013,0.00633,0.00163,0.01055
1403715328.262462139129639,0.00341,0.00012,0.00676,0.00173,0.01203
1403715328.312460899353027,0.00268,0.00013,0.00517,0.00165,0.00962
1403715328.362461566925049,0.00234,0.00013,0.00024,0.00158,0.00429
1403715328.412461519241333,0.00237,0.00016,0.00035,0.00168,0.00456
1403715328.462461948394775,0.00230,0.00012,0.00385,0.00155,0.00783
1403715328.512462139129639,0.00232,0.00014,0.00215,0.00159,0.00620
1403715328.562463045120239,0.00335,0.00013,0.01304,0.00158,0.01810
1403715328.612462759017944,0.00228,0.00012,0.00405,0.00166,0.00811
1403715328.662462711334229,0.00234,0.00012,0.00050,0.00157,0.00453
1403715328.712462186813354,0.00232,0.00013,0.00294,0.00154,0.00693
1403715328.762462615966797,0.00266,0.00013,0.00284,0.00157,0.00720
1403715328.812462329864502,0.00250,0.00012,0.00569,0.00158,0.00989
1403715328.862459659576416,0.00250,0.00012,0.00698,0.00155,0.01116
1403715328.962458848953247,0.00267,0.00019,0.00508,0.00169,0.00963
1403715329.012458324432373,0.00229,0.00013,0.00033,0.00166,0.00440
1403715329.062458515167236,0.00251,0.00013,0.00051,0.00161,0.00477
1403715329.112456083297729,0.00223,0.00013,0.00428,0.00158,0.00822
1403715329.162455797195435,0.00254,0.00014,0.00130,0.00159,0.00558
1403715329.212457418441772,0.00222,0.00012,0.00952,0.00147,0.01334
1403715329.262457370758057,0.00222,0.00014,0.00354,0.00148,0.00738
1403715329.312457561492920,0.00214,0.00012,0.00007,0.00148,0.00381
1403715329.362460851669312,0.00213,0.00014,0.00289,0.00152,0.00669
1403715329.412462711334229,0.00357,0.00013,0.00248,0.00161,0.00778
1403715329.462466716766357,0.00278,0.00013,0.00474,0.00157,0.00922
1403715329.512465000152588,0.00416,0.00013,0.00535,0.00163,0.01127
1403715329.562469720840454,0.00296,0.00013,0.00428,0.00166,0.00902
1403715329.612469196319580,0.00301,0.00013,0.00043,0.00165,0.00521
1403715329.662469148635864,0.00286,0.00013,0.00015,0.00178,0.00492
1403715329.712470293045044,0.00262,0.00013,0.00325,0.00165,0.00765
1403715329.762471675872803,0.00358,0.00013,0.00125,0.00170,0.00666
1403715329.812475681304932,0.00262,0.00013,0.00512,0.00175,0.00962
1403715329.862475156784058,0.00241,0.00012,0.00348,0.00167,0.00768
1403715329.912475109100342,0.00282,0.00013,0.00004,0.00176,0.00475
1403715329.962474107742310,0.00285,0.00013,0.00601,0.00177,0.01076
1403715330.012475252151489,0.00285,0.00011,0.00232,0.00166,0.00695
1403715330.062474727630615,0.00255,0.00012,0.01605,0.00167,0.02039
1403715330.112470865249634,0.00256,0.00013,0.00547,0.00176,0.00992
1403715330.162469387054443,0.00258,0.00012,0.00392,0.00173,0.00835
1403715330.212469339370728,0.00257,0.00013,0.00003,0.00168,0.00441
1403715330.262469291687012,0.00252,0.00013,0.00001,0.00169,0.00434
1403715330.312468290328979,0.00245,0.00013,0.00357,0.00166,0.00781
1403715330.362468004226685,0.00356,0.00012,0.00131,0.00171,0.00671
1403715330.412467241287231,0.00286,0.00013,0.00502,0.00169,0.00970
1403715330.462466478347778,0.00268,0.00013,0.00377,0.00174,0.00832
1403715330.512466669082642,0.00240,0.00012,0.00046,0.00171,0.00469
1403715330.562464237213135,0.00230,0.00012,0.00683,0.00173,0.01098
1403715330.612463474273682,0.00243,0.00012,0.00248,0.00164,0.00669
1403715330.662460088729858,0.00249,0.00013,0.01380,0.00160,0.01802
1403715330.712459325790405,0.00246,0.00012,0.00521,0.00168,0.00947
1403715330.762458801269531,0.00250,0.00012,0.00412,0.00169,0.00843
1403715330.812458992004395,0.00263,0.00012,0.00001,0.00171,0.00446
1403715330.862459659576416,0.00241,0.00012,0.00033,0.00170,0.00456
1403715330.912453651428223,0.00242,0.00013,0.00278,0.00166,0.00698
1403715330.962451696395874,0.00240,0.00013,0.00127,0.00167,0.00547
1403715331.012444496154785,0.00247,0.00012,0.00466,0.00164,0.00889
1403715331.062441587448120,0.00242,0.00012,0.00356,0.00160,0.00770
1403715331.112441539764404,0.00257,0.00012,0.00011,0.00173,0.00453
1403715331.212432146072388,0.00247,0.00019,0.00752,0.00172,0.01191
1403715331.262430191040039,0.00260,0.00012,0.00316,0.00175,0.00763
1403715331.312415122985840,0.00352,0.00012,0.01402,0.00156,0.01921
1403715331.362409591674805,0.00230,0.00012,0.00517,0.00167,0.00925
1403715331.412404060363770,0.00231,0.00012,0.00440,0.00167,0.00850
1403715331.462404012680054,0.00234,0.00012,0.00011,0.00167,0.00425
1403715331.512403964996338,0.00226,0.00012,0.00029,0.00160,0.00428
1403715331.562405586242676,0.00228,0.00012,0.00311,0.00155,0.00706
1403715331.612403631210327,0.00220,0.00012,0.00099,0.00157,0.00488
1403715331.662401676177979,0.00218,0.00013,0.00362,0.00161,0.00754
1403715331.712399244308472,0.00222,0.00013,0.00432,0.00153,0.00820
1403715331.762399196624756,0.00325,0.00012,0.00029,0.00162,0.00529
1403715331.812398433685303,0.00218,0.00012,0.00670,0.00158,0.01058
1403715331.862397909164429,0.00251,0.00012,0.00307,0.00162,0.00732
1403715331.912392854690552,0.00316,0.00012,0.01214,0.00152,0.01695
1403715331.962393999099731,0.00247,0.00012,0.00477,0.00166,0.00903
1403715332.012395381927490,0.00247,0.00012,0.00426,0.00159,0.00844
1403715332.062395572662354,0.00220,0.00012,0.00000,0.00157,0.00391
1403715332.112395524978638,0.00235,0.00012,0.00001,0.00156,0.00403
1403715332.162397384643555,0.00239,0.00013,0.00299,0.00165,0.00716
1403715332.212398052215576,0.00226,0.00012,0.00088,0.00152,0.00479
1403715332.262400150299072,0.00221,0.00013,0.00337,0.00156,0.00727
1403715332.312400579452515,0.00218,0.00012,0.00411,0.00155,0.00796
1403715332.362400531768799,0.00210,0.00012,0.00029,0.00156,0.00407
1403715332.412400245666504,0.00213,0.00012,0.00681,0.00159,0.01066
1403715332.462400674819946,0.00234,0.00014,0.00374,0.00159,0.00780
1403715332.512402772903442,0.00238,0.00012,0.01296,0.00157,0.01703
1403715332.562401056289673,0.00238,0.00012,0.00480,0.00165,0.00896
1403715332.612401008605957,0.00252,0.00012,0.00438,0.00152,0.00854
1403715332.662400960922241,0.00243,0.00012,0.00003,0.00158,0.00417
1403715332.712400913238525,0.00241,0.00014,0.00001,0.00154,0.00410
1403715332.762402057647705,0.00241,0.00013,0.00300,0.00164,0.00718
1403715332.812402725219727,0.00245,0.00012,0.00121,0.00155,0.00533
1403715332.862402439117432,0.00241,0.00013,0.00312,0.00149,0.00715
1403715332.912401676177979,0.00243,0.00012,0.00392,0.00148,0.00795
1403715332.962401390075684,0.00241,0.00012,0.00091,0.00155,0.00500
1403715333.012398481369019,0.00249,0.00013,0.00594,0.00156,0.01011
