# timestamp (sec),tracking,propagation,msckf update,re-tri & marg,total
1403715284.862269878387451,0.00245,0.00013,0.00813,0.00151,0.01222
1403715284.912297725677490,0.00343,0.00011,0.00492,0.00149,0.00996
1403715284.962301492691040,0.00245,0.00012,0.00516,0.00150,0.00924
1403715285.012301445007324,0.00250,0.00012,0.00004,0.00153,0.00419
1403715285.062289953231812,0.00244,0.00012,0.00038,0.00152,0.00446
1403715285.112289905548096,0.00242,0.00013,0.00003,0.00154,0.00413
1403715285.162287950515747,0.00236,0.00013,0.00032,0.00157,0.00439
1403715285.212308406829834,0.00263,0.00013,0.00345,0.00151,0.00771
1403715285.262308359146118,0.00219,0.00012,0.00010,0.00157,0.00398
1403715285.312411785125732,0.00211,0.00012,0.01285,0.00146,0.01654
1403715285.362403392791748,0.00265,0.00013,0.00206,0.00154,0.00637
1403715285.412417650222778,0.00208,0.00012,0.00060,0.00149,0.00430
1403715285.462427377700806,0.00225,0.00013,0.00856,0.00155,0.01250
1403715285.512446880340576,0.00235,0.00012,0.00502,0.00149,0.00897
1403715285.562463998794556,0.00255,0.00014,0.00520,0.00158,0.00947
1403715285.612463951110840,0.00227,0.00012,0.00000,0.00146,0.00385
1403715285.662464618682861,0.00302,0.00014,0.00024,0.00153,0.00493
1403715285.712464570999146,0.00200,0.00013,0.00000,0.00147,0.00361
1403715285.762460708618164,0.00233,0.00014,0.00036,0.00147,0.00430
1403715285.812462568283081,0.00199,0.00012,0.00291,0.00142,0.00644
1403715285.862461805343628,0.00308,0.00013,0.00174,0.00154,0.00650
1403715285.912455320358276,0.00235,0.00012,0.01228,0.00150,0.01625
1403715285.962440252304077,0.00263,0.00013,0.00232,0.00159,0.00668
1403715286.012434959411621,0.00245,0.00012,0.00068,0.00153,0.00479
1403715286.062436580657959,0.00234,0.00012,0.00997,0.00153,0.01397
1403715286.112421989440918,0.00224,0.00013,0.00359,0.00152,0.00749
1403715286.162425756454468,0.00230,0.00013,0.00471,0.00157,0.00870
1403715286.212425708770752,0.00330,0.00011,0.00000,0.00158,0.00500
1403715286.262425899505615,0.00232,0.00013,0.00009,0.00154,0.00408
1403715286.312426090240479,0.00220,0.00013,0.00000,0.00157,0.00391
1403715286.362428665161133,0.00212,0.00013,0.00051,0.00150,0.00427
1403715286.412425994873047,0.00217,0.00013,0.01288,0.00149,0.01666
1403715286.462425470352173,0.00243,0.00014,0.00180,0.00155,0.00592
1403715286.512413263320923,0.00221,0.00012,0.01105,0.00148,0.01486
1403715286.562411785125732,0.00216,0.00012,0.00258,0.00157,0.00643
1403715286.612411737442017,0.00217,0.00012,0.00000,0.00149,0.00379
1403715286.662384510040283,0.00213,0.00013,0.00928,0.00150,0.01303
1403715286.712383270263672,0.00208,0.00012,0.00297,0.00145,0.00661
1403715286.762385129928589,0.00204,0.00012,0.00331,0.00144,0.00691
1403715286.812385320663452,0.00276,0.00013,0.00008,0.00148,0.00445
1403715286.862385272979736,0.00251,0.00012,0.00005,0.00154,0.00422
1403715286.912385225296021,0.00232,0.00013,0.00004,0.00147,0.00395
1403715286.962384700775146,0.00261,0.00012,0.00018,0.00162,0.00453
1403715287.012320995330811,0.00234,0.00013,0.01073,0.00156,0.01476
1403715287.062321424484253,0.00237,0.00012,0.00128,0.00156,0.00534
1403715287.112312316894531,0.00234,0.00012,0.00853,0.00150,0.01249
1403715287.162307977676392,0.00225,0.00012,0.00204,0.00153,0.00594
1403715287.212309122085571,0.00226,0.00012,0.00080,0.00148,0.00466
1403715287.262310266494751,0.00206,0.00012,0.00780,0.00146,0.01144
1403715287.312313795089722,0.00219,0.00013,0.00045,0.00146,0.00423
1403715287.362344980239868,0.00342,0.00013,0.00756,0.00148,0.01259
1403715287.412344932556152,0.00206,0.00012,0.00012,0.00145,0.00375
1403715287.462343931198120,0.00203,0.00012,0.00055,0.00144,0.00415
1403715287.512343883514404,0.00200,0.00013,0.00001,0.00142,0.00355
1403715287.562344074249268,0.00201,0.00012,0.00001,0.00143,0.00358
1403715287.612314939498901,0.00212,0.00012,0.00690,0.00148,0.01063
1403715287.662320375442505,0.00221,0.00012,0.00054,0.00163,0.00451
1403715287.712330102920532,0.00251,0.00013,0.00736,0.00154,0.01154
1403715287.762355566024780,0.00346,0.00013,0.00203,0.00151,0.00712
1403715287.812356710433960,0.00248,0.00014,0.00047,0.00147,0.00455
1403715287.862367391586304,0.00300,0.00015,0.00706,0.00152,0.01172
1403715287.912350893020630,0.00238,0.00013,0.00483,0.00148,0.00882
1403715287.962333679199219,0.00274,0.00013,0.00571,0.00151,0.01009
1403715288.012338638305664,0.00237,0.00013,0.00049,0.00149,0.00447
1403715288.062341451644897,0.00380,0.00014,0.00063,0.00147,0.00604
1403715288.112342357635498,0.00240,0.00012,0.00014,0.00148,0.00415
1403715288.162348747253418,0.00232,0.00013,0.00054,0.00152,0.00451
1403715288.212395191192627,0.00225,0.00012,0.00365,0.00150,0.00751
1403715288.262404680252075,0.00227,0.00012,0.00028,0.00148,0.00416
1403715288.312410593032837,0.00229,0.00012,0.00692,0.00156,0.01090
1403715288.362411499023438,0.00223,0.00013,0.00030,0.00147,0.00412
1403715288.412400245666504,0.00228,0.00013,0.00319,0.00146,0.00706
1403715288.462409496307373,0.00226,0.00013,0.00466,0.00147,0.00853
1403715288.512382984161377,0.00222,0.00014,0.00782,0.00143,0.01161
1403715288.562399625778198,0.00229,0.00012,0.00566,0.00150,0.00957
1403715288.612404108047485,0.00223,0.00012,0.00232,0.00146,0.00613
1403715288.662404060363770,0.00217,0.00012,0.00004,0.00146,0.00380
1403715288.712404012680054,0.00222,0.00012,0.00004,0.00145,0.00384
1403715288.762403964996338,0.00218,0.00013,0.00003,0.00147,0.00381
1403715288.812424898147583,0.00229,0.00012,0.00496,0.00148,0.00886
1403715288.862424850463867,0.00223,0.00012,0.00000,0.00145,0.00380
1403715288.912413597106934,0.00217,0.00012,0.00614,0.00136,0.00980
1403715288.962414026260376,0.00218,0.00012,0.00030,0.00139,0.00399
1403715289.012395858764648,0.00220,0.00012,0.00341,0.00139,0.00712
1403715289.062404394149780,0.00221,0.00012,0.00421,0.00137,0.00791
1403715289.112401485443115,0.00216,0.00012,0.00668,0.00142,0.01039
1403715289.162426948547363,0.00218,0.00012,0.00602,0.00147,0.00980
1403715289.212431907653809,0.00214,0.00011,0.00297,0.00141,0.00664
1403715289.262431859970093,0.00220,0.00012,0.00000,0.00145,0.00377
1403715289.312432050704956,0.00216,0.00012,0.00000,0.00144,0.00372
1403715289.362432003021240,0.00210,0.00012,0.00000,0.00147,0.00369
1403715289.412401914596558,0.00253,0.00013,0.00448,0.00144,0.00857
1403715289.462396144866943,0.00230,0.00012,0.00027,0.00145,0.00414
1403715289.512355327606201,0.00224,0.00012,0.00629,0.00144,0.01009
1403715289.562354564666748,0.00217,0.00012,0.00069,0.00153,0.00451
1403715289.612350940704346,0.00301,0.00012,0.00380,0.00156,0.00850
1403715289.662343740463257,0.00206,0.00012,0.00471,0.00148,0.00836
1403715289.712337732315063,0.00200,0.00013,0.00448,0.00145,0.00806
1403715289.762325525283813,0.00237,0.00013,0.00643,0.00150,0.01043
1403715289.812335968017578,0.00205,0.00012,0.00430,0.00147,0.00795
1403715289.862335920333862,0.00198,0.00012,0.00003,0.00146,0.00359
1403715289.912335872650146,0.00199,0.00013,0.00000,0.00150,0.00362
1403715289.962336540222168,0.00215,0.00013,0.00320,0.00149,0.00697
1403715290.012336492538452,0.00196,0.00012,0.00408,0.00148,0.00765
1403715290.062336683273315,0.00201,0.00012,0.00000,0.00147,0.00360
1403715290.112327337265015,0.00200,0.00016,0.00411,0.00142,0.00769
1403715290.162324666976929,0.00208,0.00012,0.00340,0.00142,0.00702
1403715290.262317180633545,0.00203,0.00019,0.00342,0.00149,0.00713
1403715290.312320709228516,0.00201,0.00012,0.00230,0.00142,0.00586
1403715290.362333536148071,0.00202,0.00012,0.00377,0.00149,0.00740
1403715290.412343263626099,0.00237,0.00013,0.00472,0.00151,0.00874
1403715290.462348699569702,0.00225,0.00012,0.00233,0.00150,0.00620
1403715290.512347221374512,0.00258,0.00012,0.00039,0.00171,0.00480
1403715290.562347412109375,0.00233,0.00012,0.00016,0.00153,0.00415
1403715290.612365722656250,0.00235,0.00012,0.00228,0.00147,0.00623
1403715290.662357091903687,0.00216,0.00012,0.00380,0.00144,0.00752
1403715290.712356090545654,0.00247,0.00012,0.00014,0.00141,0.00414
1403715290.762344598770142,0.00227,0.00013,0.00345,0.00146,0.00732
1403715290.812345027923584,0.00215,0.00012,0.00326,0.00145,0.00699
1403715290.862342119216919,0.00223,0.00012,0.00340,0.00145,0.00720
1403715290.912342309951782,0.00270,0.00012,0.00283,0.00140,0.00705
1403715290.962349176406860,0.00270,0.00012,0.00341,0.00142,0.00766
1403715291.012359380722046,0.00238,0.00012,0.00607,0.00145,0.01002
1403715291.062359094619751,0.00254,0.00013,0.00456,0.00154,0.00877
1403715291.112359523773193,0.00245,0.00012,0.00038,0.00147,0.00442
1403715291.162359714508057,0.00254,0.00013,0.00016,0.00145,0.00429
1403715291.212359428405762,0.00243,0.00013,0.00095,0.00151,0.00501
1403715291.262359857559204,0.00255,0.00013,0.00587,0.00145,0.01000
1403715291.312360286712646,0.00235,0.00012,0.00019,0.00153,0.00419
1403715291.362360954284668,0.00232,0.00012,0.00248,0.00147,0.00639
1403715291.412359714508057,0.00283,0.00015,0.00264,0.00151,0.00713
1403715291.462359666824341,0.00249,0.00013,0.00588,0.00151,0.01002
1403715291.512356996536255,0.00269,0.00012,0.00471,0.00153,0.00904
1403715291.562357187271118,0.00240,0.00013,0.00214,0.00150,0.00617
1403715291.612352132797241,0.00242,0.00013,0.00575,0.00162,0.00992
1403715291.662353515625000,0.00239,0.00012,0.00200,0.00148,0.00600
1403715291.712354898452759,0.00231,0.00012,0.00130,0.00145,0.00519
1403715291.762354850769043,0.00255,0.00013,0.00001,0.00146,0.00415
1403715291.812358140945435,0.00235,0.00012,0.00284,0.00149,0.00680
1403715291.862373828887939,0.00300,0.00013,0.00598,0.00149,0.01060
1403715291.912373781204224,0.00257,0.00014,0.00005,0.00148,0.00424
1403715291.962374210357666,0.00248,0.00013,0.00566,0.00145,0.00971
1403715292.012374639511108,0.00238,0.00012,0.00225,0.00146,0.00622
1403715292.062370538711548,0.00237,0.00012,0.00365,0.00148,0.00763
1403715292.112366199493408,0.00239,0.00014,0.00243,0.00149,0.00645
1403715292.162365198135376,0.00234,0.00012,0.00192,0.00148,0.00586
1403715292.212345123291016,0.00238,0.00013,0.00529,0.00151,0.00932
1403715292.262341976165771,0.00210,0.00012,0.00250,0.00143,0.00616
1403715292.312340736389160,0.00268,0.00013,0.00361,0.00150,0.00793
1403715292.362340688705444,0.00245,0.00012,0.00020,0.00152,0.00429
1403715292.412327766418457,0.00250,0.00013,0.00462,0.00151,0.00876
1403715292.462310791015625,0.00226,0.00012,0.00509,0.00145,0.00892
1403715292.512310743331909,0.00298,0.00012,0.00015,0.00145,0.00471
1403715292.562294721603394,0.00237,0.00013,0.00482,0.00154,0.00886
1403715292.612290382385254,0.00258,0.00012,0.00272,0.00142,0.00685
1403715292.662289381027222,0.00277,0.00012,0.00308,0.00140,0.00737
1403715292.712292194366455,0.00227,0.00014,0.00254,0.00146,0.00641
1403715292.762288093566895,0.00241,0.00013,0.00207,0.00139,0.00599
1403715292.812287092208862,0.00235,0.00013,0.00467,0.00141,0.00856
1403715292.862283706665039,0.00295,0.00013,0.00507,0.00146,0.00962
1403715292.912287235260010,0.00239,0.00013,0.00247,0.00145,0.00644
1403715292.962286949157715,0.00227,0.00013,0.00009,0.00144,0.00393
1403715293.012295007705688,0.00232,0.00013,0.00284,0.00151,0.00680
1403715293.062302112579346,0.00251,0.00014,0.00504,0.00165,0.00934
1403715293.112302064895630,0.00236,0.00012,0.00020,0.00151,0.00419
1403715293.162308931350708,0.00296,0.00012,0.00460,0.00157,0.00926
1403715293.212314605712891,0.00259,0.00013,0.00449,0.00145,0.00866
1403715293.262312889099121,0.00219,0.00013,0.00409,0.00150,0.00791
1403715293.312313318252563,0.00218,0.00012,0.00200,0.00159,0.00588
1403715293.362315177917480,0.00213,0.00012,0.00218,0.00149,0.00593
1403715293.412310123443604,0.00208,0.00013,0.01015,0.00144,0.01379
1403715293.462304830551147,0.00232,0.00012,0.00399,0.00142,0.00784
1403715293.512307882308960,0.00257,0.00014,0.00179,0.00150,0.00601
1403715293.562308073043823,0.00223,0.00013,0.00059,0.00146,0.00442
1403715293.612312555313110,0.00224,0.00012,0.00248,0.00145,0.00629
1403715293.662319660186768,0.00304,0.00012,0.00401,0.00155,0.00873
1403715293.712319612503052,0.00208,0.00013,0.00002,0.00148,0.00370
1403715293.762328386306763,0.00244,0.00016,0.01056,0.00150,0.01465
1403715293.812319517135620,0.00211,0.00012,0.00411,0.00157,0.00792
1403715293.862320423126221,0.00273,0.00013,0.00244,0.00157,0.00687
1403715293.912315368652344,0.00218,0.00012,0.00176,0.00147,0.00553
1403715293.962313413619995,0.00206,0.00012,0.00128,0.00151,0.00497
1403715294.012290716171265,0.00285,0.00012,0.00720,0.00153,0.01171
1403715294.062285184860229,0.00228,0.00013,0.00504,0.00147,0.00891
1403715294.112287759780884,0.00261,0.00012,0.00124,0.00151,0.00548
1403715294.162287712097168,0.00225,0.00013,0.00013,0.00151,0.00402
1403715294.212275266647339,0.00214,0.00013,0.00743,0.00149,0.01118
1403715294.262273311614990,0.00212,0.00013,0.00187,0.00155,0.00568
1403715294.312273740768433,0.00224,0.00013,0.00022,0.00154,0.00413
1403715294.362270116806030,0.00215,0.00016,0.00950,0.00146,0.01327
1403715294.412271022796631,0.00208,0.00012,0.00301,0.00144,0.00665
1403715294.462271213531494,0.00232,0.00014,0.00238,0.00145,0.00629
1403715294.512271165847778,0.00324,0.00014,0.00001,0.00147,0.00486
1403715294.562297821044922,0.00256,0.00014,0.00796,0.00144,0.01209
1403715294.612297773361206,0.00246,0.00013,0.00653,0.00147,0.01060
1403715294.662295579910278,0.00249,0.00014,0.00484,0.00154,0.00900
1403715294.712295532226562,0.00345,0.00013,0.00004,0.00160,0.00522
1403715294.762296438217163,0.00233,0.00012,0.00013,0.00167,0.00426
1403715294.812272071838379,0.00253,0.00013,0.00528,0.00157,0.00951
1403715294.862267017364502,0.00346,0.00013,0.00069,0.00158,0.00586
1403715294.912264823913574,0.00267,0.00013,0.00158,0.00163,0.00602
1403715294.962249994277954,0.00264,0.00013,0.00647,0.00147,0.01071
1403715295.012247562408447,0.00263,0.00013,0.00032,0.00160,0.00468
1403715295.062247514724731,0.00267,0.00014,0.00526,0.00156,0.00962
1403715295.112247705459595,0.00246,0.00013,0.00018,0.00156,0.00434
1403715295.162232637405396,0.00223,0.00012,0.00561,0.00151,0.00948
1403715295.212244987487793,0.00234,0.00013,0.00620,0.00155,0.01022
1403715295.262256622314453,0.00254,0.00014,0.00770,0.00147,0.01185
1403715295.312256813049316,0.00219,0.00013,0.00000,0.00154,0.00387
1403715295.362256765365601,0.00209,0.00012,0.00016,0.00151,0.00388
1403715295.412256956100464,0.00213,0.00014,0.00835,0.00148,0.01211
1403715295.462256908416748,0.00217,0.00012,0.00029,0.00151,0.00409
1403715295.512257575988770,0.00205,0.00013,0.00046,0.00148,0.00413
1403715295.562258481979370,0.00397,0.00012,0.00538,0.00159,0.01107
1403715295.612258434295654,0.00230,0.00013,0.00003,0.00147,0.00393
1403715295.662253141403198,0.00236,0.00012,0.00333,0.00157,0.00739
1403715295.712253093719482,0.00221,0.00013,0.00001,0.00160,0.00395
1403715295.762245416641235,0.00273,0.00013,0.00524,0.00158,0.00968
1403715295.812244415283203,0.00216,0.00013,0.00727,0.00155,0.01111
1403715295.862244367599487,0.00233,0.00012,0.00442,0.00155,0.00842
1403715295.912243843078613,0.00223,0.00013,0.00071,0.00156,0.00462
1403715295.962243795394897,0.00212,0.00012,0.00004,0.00152,0.00380
1403715296.012244462966919,0.00215,0.00013,0.00678,0.00155,0.01061
1403715296.062244176864624,0.00213,0.00012,0.00045,0.00154,0.00424
1403715296.112247943878174,0.00210,0.00012,0.00814,0.00146,0.01182
1403715296.162243366241455,0.00217,0.00012,0.00362,0.00146,0.00737
1403715296.212243318557739,0.00204,0.00012,0.00003,0.00146,0.00366
1403715296.262243509292603,0.00303,0.00016,0.00367,0.00152,0.00838
1403715296.312243223190308,0.00305,0.00014,0.00041,0.00147,0.00506
1403715296.362238645553589,0.00248,0.00013,0.00493,0.00157,0.00911
1403715296.412232160568237,0.00338,0.00013,0.00553,0.00152,0.01056
1403715296.462215662002563,0.00244,0.00012,0.00524,0.00150,0.00931
1403715296.512215137481689,0.00239,0.00012,0.00022,0.00148,0.00421
1403715296.562215328216553,0.00230,0.00012,0.00020,0.00158,0.00421
1403715296.612217426300049,0.00221,0.00013,0.00455,0.00150,0.00838
1403715296.662219285964966,0.00241,0.00012,0.00053,0.00150,0.00456
1403715296.712227106094360,0.00236,0.00013,0.00721,0.00160,0.01130
1403715296.762228012084961,0.00228,0.00012,0.00283,0.00157,0.00680
1403715296.812228202819824,0.00235,0.00013,0.00001,0.00160,0.00409
1403715296.862222194671631,0.00230,0.00012,0.01026,0.00141,0.01409
1403715296.912222146987915,0.00229,0.00014,0.00000,0.00147,0.00390
1403715296.962220191955566,0.00221,0.00013,0.00421,0.00150,0.00805
1403715297.062224864959717,0.00236,0.00020,0.00357,0.00143,0.00757
1403715297.112229347229004,0.00292,0.00012,0.00529,0.00155,0.00989
1403715297.162229299545288,0.00253,0.00012,0.00001,0.00149,0.00416
1403715297.212230682373047,0.00246,0.00012,0.00022,0.00148,0.00428
1403715297.262251853942871,0.00240,0.00014,0.00391,0.00152,0.00797
1403715297.312252521514893,0.00248,0.00013,0.00049,0.00154,0.00464
1403715297.362265586853027,0.00230,0.00012,0.00636,0.00147,0.01025
1403715297.412263393402100,0.00233,0.00012,0.00266,0.00141,0.00652
1403715297.462263345718384,0.00236,0.00013,0.00003,0.00154,0.00407
1403715297.512233257293701,0.00305,0.00012,0.00967,0.00150,0.01436
1403715297.562233448028564,0.00261,0.00012,0.00003,0.00157,0.00434
1403715297.612244367599487,0.00243,0.00013,0.00366,0.00153,0.00775
1403715297.662245988845825,0.00243,0.00012,0.00622,0.00149,0.01027
1403715297.712266445159912,0.00254,0.00012,0.00518,0.00153,0.00938
1403715297.762266397476196,0.00248,0.00014,0.00008,0.00155,0.00424
1403715297.812267541885376,0.00239,0.00012,0.00030,0.00150,0.00431
1403715297.862269163131714,0.00258,0.00013,0.00356,0.00154,0.00781
1403715297.912269115447998,0.00237,0.00012,0.00134,0.00147,0.00529
1403715297.962258815765381,0.00282,0.00013,0.00596,0.00148,0.01039
1403715298.012259960174561,0.00250,0.00012,0.00174,0.00145,0.00582
1403715298.062263250350952,0.00242,0.00012,0.00517,0.00145,0.00917
1403715298.112261056900024,0.00238,0.00012,0.00791,0.00137,0.01178
1403715298.162259340286255,0.00326,0.00012,0.00045,0.00152,0.00534
1403715298.212257146835327,0.00240,0.00013,0.00094,0.00151,0.00497
1403715298.262237310409546,0.00262,0.00011,0.00387,0.00152,0.00812
